,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,81,110,39,52,39,28,55,49,2688.0,4080.0,3773.0,4071.0,3330.0
1,87,116,43,55,41,26,54,50,2550.0,3971.0,3090.0,3881.0,2854.0
2,62,127,43,53,41,29,59,47,2551.0,3971.0,3090.0,3881.0,2854.0
3,56,129,39,49,46,28,59,46,2551.0,3971.0,3089.0,3881.0,2853.0
4,65,160,37,45,40,28,78,46,E,r,r,o,r
5,84,168,39,52,41,26,84,48,2552.0,3971.0,3089.0,3880.0,2851.0
6,80,168,39,51,43,29,84,48,2552.0,3970.0,3088.0,3880.0,2850.0
7,77,166,38,50,46,27,82,45,2552.0,3970.0,3087.0,3880.0,2850.0
8,78,166,39,53,40,26,86,44,2552.0,3970.0,3087.0,3880.0,2850.0
9,80,97,37,50,39,24,76,45,2552.0,3970.0,3086.0,3879.0,2850.0
10,68,144,41,54,39,27,80,44,2552.0,3969.0,3085.0,3879.0,2848.0
11,67,150,40,54,36,25,76,43,2552.0,3969.0,3085.0,3879.0,2848.0
12,66,147,41,55,40,24,84,42,2552.0,3969.0,3084.0,3879.0,2848.0
13,68,151,41,50,38,26,81,41,2552.0,3969.0,3083.0,3879.0,2848.0
14,62,152,38,52,37,30,85,42,2552.0,3969.0,3083.0,3879.0,2847.0
15,65,127,35,43,37,28,84,39,2552.0,3969.0,3082.0,3879.0,2847.0
16,64,148,36,41,39,29,83,37,2552.0,3969.0,3082.0,3879.0,2846.0
17,63,148,36,41,32,30,91,38,2551.0,3969.0,3081.0,3879.0,2845.0
18,77,152,36,44,30,32,92,38,2551.0,3969.0,3081.0,3878.0,2845.0
19,77,149,37,41,28,30,84,34,2551.0,3968.0,3080.0,3879.0,2844.0
20,70,132,35,36,32,28,73,33,2551.0,3968.0,3080.0,3878.0,2844.0
21,79,97,31,42,37,28,73,52,2551.0,3968.0,3080.0,3877.0,2843.0
22,79,135,32,42,40,25,54,54,2551.0,3968.0,3079.0,3877.0,2842.0
23,67,138,51,51,46,24,76,57,2550.0,3968.0,3080.0,3877.0,2840.0
24,72,143,52,51,52,26,74,55,2548.0,3967.0,3081.0,3877.0,2838.0
25,72,136,59,58,54,25,74,55,2548.0,3967.0,3081.0,3877.0,2837.0
26,77,136,64,61,53,25,74,39,2547.0,3967.0,3083.0,3876.0,2834.0
27,80,98,65,69,55,29,71,36,2545.0,3967.0,3089.0,3876.0,2832.0
28,80,77,57,62,54,29,41,32,2545.0,3967.0,3089.0,3876.0,2831.0
29,76,66,89,62,59,63,42,35,2542.0,3966.0,3102.0,3877.0,2827.0
30,73,61,94,57,61,69,46,37,2539.0,3967.0,3114.0,3877.0,2826.0
31,77,64,103,50,60,70,48,51,2536.0,3967.0,3114.0,3879.0,2826.0
32,124,71,104,65,62,75,67,74,2530.0,3986.0,3145.0,3888.0,2833.0
33,143,125,111,65,60,77,76,81,2526.0,3995.0,3219.0,3906.0,2851.0
34,145,124,90,65,53,53,79,100,2523.0,3995.0,3219.0,3929.0,2877.0
35,152,128,81,65,51,48,81,108,2515.0,4016.0,3289.0,3968.0,2926.0
36,175,137,75,68,57,63,108,108,2511.0,4026.0,3324.0,3982.0,2942.0
37,153,181,104,45,78,120,148,166,2510.0,4040.0,3367.0,3995.0,2960.0
38,162,241,124,42,85,142,182,190,2502.0,4063.0,3467.0,4018.0,3007.0
39,165,256,139,41,89,161,212,187,2491.0,4071.0,3556.0,4033.0,3043.0
40,182,293,158,43,95,223,248,191,2491.0,4071.0,3556.0,4038.0,3060.0
41,168,297,163,64,186,419,273,200,2490.0,4073.0,3590.0,4043.0,3079.0
42,177,282,162,72,207,479,288,179,2488.0,4075.0,3640.0,4051.0,3119.0
43,196,259,181,82,213,488,275,158,2489.0,4075.0,3656.0,4053.0,3136.0
44,301,280,286,143,266,524,257,181,2492.0,4075.0,3670.0,4055.0,3157.0
45,343,307,335,215,398,662,248,187,2502.0,4076.0,3686.0,4057.0,3214.0
46,378,407,412,276,553,733,307,212,2515.0,4077.0,3691.0,4057.0,3254.0
47,403,445,544,304,571,735,296,194,2532.0,4078.0,3703.0,4057.0,3318.0
48,450,441,574,323,598,787,312,192,E,r,r,o,r
49,491,470,563,310,591,788,316,190,2560.0,4078.0,3736.0,4058.0,3348.0
50,487,513,641,299,586,790,348,218,2588.0,4078.0,3744.0,4058.0,3371.0
51,472,439,624,260,430,666,274,195,E,r,r,o,r
52,471,438,555,234,395,640,249,195,2606.0,4079.0,3760.0,4060.0,3389.0
53,465,503,626,235,396,639,252,204,2621.0,4079.0,3763.0,4060.0,3393.0
54,380,473,636,234,392,634,248,186,E,r,r,o,r
55,357,412,577,204,279,493,180,137,2645.0,4079.0,3767.0,4061.0,3400.0
56,378,445,583,199,311,533,187,128,2657.0,4079.0,3768.0,4062.0,3402.0
57,357,418,587,212,347,595,203,118,2657.0,4079.0,3769.0,4062.0,3404.0
58,288,314,492,187,310,541,177,99,2657.0,4079.0,3771.0,4062.0,3404.0
59,319,326,484,196,301,545,174,92,2659.0,4080.0,3773.0,4063.0,3404.0
60,339,292,431,192,295,544,174,99,E,r,r,o,r
61,301,247,419,207,239,469,156,87,2664.0,4079.0,3773.0,4063.0,3405.0
62,307,231,371,186,180,358,137,86,2667.0,4080.0,3775.0,4063.0,3406.0
63,310,247,384,194,197,399,155,78,2670.0,4080.0,3775.0,4064.0,3406.0
64,332,290,389,198,228,504,183,90,2672.0,4080.0,3775.0,4064.0,3405.0
65,332,335,416,199,251,557,190,87,2679.0,4080.0,3775.0,4064.0,3406.0
66,340,335,398,165,266,601,200,88,2683.0,4080.0,3775.0,4064.0,3406.0
67,356,357,410,169,278,616,207,96,2691.0,4080.0,3776.0,4064.0,3407.0
68,366,358,395,157,258,604,189,99,2694.0,4080.0,3777.0,4064.0,3407.0
