,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,38,35,45,63,38,25,49,49,E,r,r,o,r
1,40,35,51,71,40,27,53,50,2563.0,3952.0,3144.0,3919.0,2726.0
2,39,34,54,76,42,31,49,49,2563.0,3952.0,3144.0,3919.0,2726.0
3,34,31,55,77,43,28,43,37,2563.0,3952.0,3144.0,3919.0,2726.0
4,22,24,51,74,44,28,54,46,2563.0,3952.0,3144.0,3919.0,2726.0
5,28,28,46,72,43,27,52,45,2563.0,3952.0,3144.0,3919.0,2725.0
6,27,28,49,77,43,26,52,45,2563.0,3952.0,3144.0,3919.0,2726.0
7,29,29,50,75,41,23,53,45,2563.0,3952.0,3143.0,3919.0,2726.0
8,32,29,50,76,43,23,53,46,2563.0,3952.0,3143.0,3919.0,2726.0
9,36,34,50,74,36,21,37,35,2563.0,3952.0,3144.0,3919.0,2726.0
10,37,44,55,71,34,26,51,45,2563.0,3952.0,3144.0,3919.0,2726.0
11,41,47,50,66,37,26,48,45,E,r,r,o,r
12,39,48,49,68,47,27,46,46,2563.0,3952.0,3144.0,3919.0,2726.0
13,39,48,48,67,45,26,48,46,2563.0,3952.0,3143.0,3919.0,2726.0
14,38,46,49,70,48,28,55,50,E,r,r,o,r
15,40,40,39,76,50,26,56,51,2563.0,3952.0,3143.0,3919.0,2726.0
16,41,38,39,73,54,25,58,53,2563.0,3952.0,3143.0,3919.0,2726.0
17,41,36,38,70,47,25,58,52,E,r,r,o,r
18,40,38,41,75,48,27,56,51,2562.0,3952.0,3143.0,3919.0,2725.0
19,54,48,48,74,47,30,56,53,2563.0,3952.0,3143.0,3919.0,2726.0
20,49,43,47,61,53,32,47,42,E,r,r,o,r
21,45,43,51,68,50,32,46,43,2563.0,3952.0,3143.0,3919.0,2726.0
22,46,42,60,85,52,32,45,42,2563.0,3952.0,3143.0,3919.0,2725.0
23,46,41,59,80,52,33,47,43,E,r,r,o,r
24,37,34,53,83,57,28,40,36,2563.0,3952.0,3143.0,3919.0,2725.0
25,37,34,55,87,50,25,35,33,2563.0,3952.0,3143.0,3919.0,2725.0
26,36,33,52,82,48,27,37,28,2562.0,3952.0,3142.0,3919.0,2726.0
27,37,35,50,74,44,26,51,45,2563.0,3952.0,3142.0,3919.0,2725.0
28,38,36,52,76,42,25,50,48,2563.0,3952.0,3142.0,3919.0,2726.0
29,29,33,51,69,44,30,54,56,2563.0,3952.0,3142.0,3919.0,2725.0
30,27,34,51,77,46,31,58,61,2563.0,3952.0,3142.0,3919.0,2726.0
31,28,36,60,87,46,28,57,63,2563.0,3952.0,3143.0,3919.0,2726.0
32,36,45,59,83,46,34,62,66,2563.0,3952.0,3143.0,3919.0,2726.0
33,35,44,58,82,47,42,85,67,2563.0,3952.0,3142.0,3919.0,2726.0
34,35,47,62,107,38,42,85,62,2563.0,3952.0,3143.0,3919.0,2726.0
35,35,50,61,106,42,40,83,58,2563.0,3952.0,3142.0,3919.0,2726.0
36,37,48,56,109,47,45,87,65,2564.0,3952.0,3142.0,3919.0,2726.0
37,30,39,47,105,46,43,88,65,2563.0,3952.0,3142.0,3919.0,2726.0
38,30,39,46,105,46,37,67,64,2563.0,3952.0,3142.0,3919.0,2726.0
39,38,44,65,85,44,38,71,64,2563.0,3952.0,3142.0,3919.0,2726.0
40,42,42,68,81,37,42,73,69,2563.0,3952.0,3142.0,3919.0,2727.0
41,40,46,81,63,25,37,68,63,2563.0,3952.0,3142.0,3919.0,2726.0
42,40,50,83,64,45,35,61,54,2563.0,3952.0,3140.0,3919.0,2726.0
43,40,50,91,70,47,34,60,51,2564.0,3952.0,3137.0,3917.0,2727.0
44,49,56,102,74,52,34,61,65,E,r,r,o,r
45,49,57,103,69,51,32,62,65,2564.0,3952.0,3134.0,3916.0,2728.0
46,51,59,124,72,57,34,62,63,2565.0,3952.0,3132.0,3914.0,2730.0
47,54,62,196,130,51,35,56,60,2565.0,3952.0,3128.0,3912.0,2731.0
48,56,62,198,133,56,38,62,66,2568.0,3952.0,3132.0,3907.0,2734.0
49,42,47,186,131,70,35,51,56,E,r,r,o,r
50,69,77,189,166,82,51,100,85,2571.0,3952.0,3146.0,3894.0,2734.0
51,82,81,229,188,82,58,122,95,2575.0,3952.0,3158.0,3885.0,2736.0
52,83,78,181,164,78,61,125,99,2575.0,3951.0,3165.0,3879.0,2739.0
53,86,84,216,177,75,60,128,104,2586.0,3951.0,3195.0,3867.0,2743.0
54,93,88,232,194,63,66,132,110,E,r,r,o,r
55,76,69,250,171,52,54,100,89,2594.0,3951.0,3239.0,3860.0,2747.0
56,61,60,212,144,49,55,78,88,2598.0,3951.0,3258.0,3857.0,2751.0
57,69,63,225,136,51,56,98,110,2607.0,3953.0,3298.0,3852.0,2755.0
58,69,65,247,157,53,61,109,132,2613.0,3953.0,3317.0,3850.0,2758.0
59,60,61,246,139,49,54,107,128,2624.0,3953.0,3362.0,3846.0,2763.0
60,65,61,232,149,57,63,120,142,2624.0,3953.0,3387.0,3845.0,2765.0
61,72,65,223,159,57,60,125,154,2633.0,3954.0,3407.0,3845.0,2767.0
62,69,70,231,216,60,59,113,147,2639.0,3955.0,3423.0,3844.0,2769.0
63,79,88,207,196,59,58,106,136,2656.0,3955.0,3460.0,3843.0,2776.0
64,80,92,218,199,62,61,111,145,E,r,r,o,r
65,83,91,236,188,79,74,133,155,2662.0,3957.0,3483.0,3843.0,2778.0
66,81,92,242,198,91,80,135,151,2680.0,3958.0,3498.0,3844.0,2784.0
67,81,87,217,156,95,82,133,150,E,r,r,o,r
68,77,73,200,163,102,88,147,155,2689.0,3958.0,3513.0,3844.0,2786.0
69,84,72,187,163,103,92,173,172,2692.0,3958.0,3522.0,3845.0,2786.0
70,85,79,164,208,91,82,159,167,2695.0,3958.0,3532.0,3846.0,2787.0
71,113,110,237,279,94,84,195,200,2698.0,3958.0,3533.0,3846.0,2787.0
72,123,129,261,290,107,100,236,242,2702.0,3957.0,3537.0,3846.0,2788.0
73,118,135,314,295,104,94,226,237,2706.0,3957.0,3540.0,3846.0,2788.0
74,114,134,313,296,112,95,217,239,2710.0,3958.0,3544.0,3847.0,2784.0
75,109,128,319,282,110,96,229,241,2711.0,3957.0,3544.0,3848.0,2781.0
76,99,114,276,218,106,110,252,237,2711.0,3958.0,3545.0,3850.0,2779.0
77,84,94,294,192,91,100,237,203,2712.0,3957.0,3546.0,3850.0,2779.0
78,87,98,305,224,91,104,239,214,2714.0,3958.0,3547.0,3850.0,2780.0
79,97,109,306,273,89,102,240,202,2715.0,3958.0,3548.0,3850.0,2780.0
80,95,109,309,268,85,98,231,196,2715.0,3958.0,3548.0,3852.0,2775.0
81,79,106,322,253,73,73,182,172,2714.0,3958.0,3548.0,3855.0,2773.0
82,79,117,309,270,75,81,210,194,2713.0,3958.0,3547.0,3856.0,2773.0
83,82,107,234,234,77,81,214,189,2713.0,3958.0,3548.0,3857.0,2773.0
84,75,94,223,174,75,82,208,185,2715.0,3958.0,3547.0,3857.0,2774.0
85,79,100,213,165,82,94,229,200,2714.0,3959.0,3547.0,3857.0,2773.0
86,85,97,188,164,88,96,223,197,2713.0,3958.0,3547.0,3857.0,2773.0
87,102,88,157,144,89,83,168,158,2712.0,3958.0,3547.0,3857.0,2773.0
88,102,91,198,150,101,87,161,148,2711.0,3958.0,3546.0,3856.0,2773.0
89,99,91,241,148,98,86,165,150,2710.0,3958.0,3546.0,3856.0,2773.0
90,97,86,238,138,96,78,132,124,2709.0,3959.0,3546.0,3855.0,2773.0
91,98,83,238,147,93,72,123,116,2708.0,3959.0,3546.0,3855.0,2772.0
92,97,101,294,144,94,78,135,137,2708.0,3959.0,3546.0,3855.0,2772.0
93,97,99,295,133,75,74,147,147,2706.0,3959.0,3546.0,3854.0,2771.0
94,98,99,275,127,70,70,139,143,2706.0,3959.0,3546.0,3854.0,2770.0
95,98,97,277,137,78,70,138,143,2706.0,3960.0,3546.0,3854.0,2770.0
96,86,98,296,148,86,75,141,145,2705.0,3960.0,3545.0,3854.0,2770.0
97,77,78,244,132,80,70,148,142,2704.0,3960.0,3545.0,3854.0,2770.0
98,70,67,226,131,82,67,142,140,2704.0,3960.0,3546.0,3854.0,2770.0
99,81,71,220,180,88,66,139,135,2702.0,3960.0,3546.0,3854.0,2770.0
100,84,85,268,211,85,62,137,133,2701.0,3960.0,3545.0,3854.0,2770.0
101,83,77,265,200,73,55,135,128,2700.0,3960.0,3546.0,3854.0,2771.0
102,72,70,253,202,71,50,117,110,2699.0,3960.0,3546.0,3854.0,2770.0
103,82,81,241,198,68,46,121,119,2699.0,3960.0,3546.0,3854.0,2770.0
104,83,82,241,156,59,49,138,132,2699.0,3960.0,3546.0,3854.0,2770.0
105,84,77,192,94,47,54,149,138,2698.0,3960.0,3546.0,3854.0,2769.0
106,87,90,231,101,56,55,150,144,2698.0,3960.0,3546.0,3853.0,2769.0
107,90,92,276,122,57,61,186,174,E,r,r,o,r
108,81,93,289,143,59,60,180,162,2697.0,3960.0,3546.0,3853.0,2769.0
109,76,111,313,176,70,55,163,149,2697.0,3960.0,3547.0,3853.0,2768.0
110,70,109,307,178,68,48,150,140,E,r,r,o,r
111,65,96,288,182,64,55,156,147,2697.0,3960.0,3547.0,3854.0,2766.0
112,71,99,255,175,68,55,121,119,2696.0,3960.0,3547.0,3854.0,2766.0
113,69,91,242,158,64,55,111,114,2696.0,3960.0,3547.0,3854.0,2766.0
114,58,66,213,127,52,55,118,117,2696.0,3960.0,3547.0,3854.0,2767.0
115,57,58,223,125,52,53,116,117,2696.0,3961.0,3547.0,3854.0,2766.0
116,58,61,189,107,59,46,118,112,2694.0,3960.0,3547.0,3854.0,2765.0
117,47,57,176,105,58,44,120,115,2694.0,3960.0,3547.0,3854.0,2766.0
118,47,54,158,109,58,46,124,117,2692.0,3960.0,3546.0,3854.0,2765.0
119,45,46,137,99,57,47,128,122,E,r,r,o,r
120,43,49,139,102,56,47,122,114,2691.0,3960.0,3546.0,3855.0,2765.0
121,45,51,137,101,45,45,104,102,2692.0,3960.0,3546.0,3855.0,2764.0
122,39,44,139,93,43,35,86,81,2692.0,3960.0,3546.0,3855.0,2763.0
123,46,52,172,99,47,39,94,91,2692.0,3960.0,3546.0,3855.0,2762.0
124,53,51,173,100,53,45,101,107,2692.0,3960.0,3546.0,3856.0,2761.0
125,54,50,155,97,52,48,110,123,2692.0,3960.0,3547.0,3856.0,2760.0
126,49,46,140,95,52,48,111,122,E,r,r,o,r
127,51,47,143,109,61,51,115,124,2692.0,3960.0,3547.0,3857.0,2759.0
128,44,40,116,110,61,48,103,112,2692.0,3960.0,3547.0,3857.0,2759.0
129,45,44,121,118,55,43,88,91,2692.0,3960.0,3547.0,3857.0,2758.0
130,45,41,121,117,55,39,91,86,2692.0,3960.0,3548.0,3858.0,2757.0
131,48,41,141,124,54,40,104,100,2692.0,3960.0,3547.0,3858.0,2757.0
132,46,52,192,123,40,37,101,100,2692.0,3960.0,3547.0,3858.0,2758.0
133,46,54,192,113,32,36,100,101,2691.0,3960.0,3547.0,3858.0,2757.0
134,42,51,185,105,44,40,114,121,2691.0,3960.0,3547.0,3859.0,2756.0
135,43,50,181,100,42,42,107,112,E,r,r,o,r
136,40,52,181,105,48,45,97,101,2691.0,3960.0,3547.0,3861.0,2755.0
137,40,39,131,96,59,46,101,107,2692.0,3960.0,3547.0,3861.0,2755.0
138,56,39,148,92,65,49,119,119,2692.0,3960.0,3547.0,3861.0,2755.0
139,53,38,161,91,62,44,100,94,2692.0,3960.0,3547.0,3862.0,2754.0
140,53,37,178,98,65,46,106,107,2692.0,3960.0,3547.0,3862.0,2754.0
141,53,33,176,105,78,44,106,105,2692.0,3960.0,3547.0,3862.0,2754.0
142,55,32,200,106,77,48,107,99,2693.0,3960.0,3548.0,3862.0,2754.0
143,42,28,178,104,82,51,95,92,2693.0,3960.0,3548.0,3862.0,2754.0
144,44,37,201,116,88,53,95,97,2693.0,3960.0,3548.0,3862.0,2753.0
145,44,44,192,111,90,50,89,84,2693.0,3960.0,3548.0,3863.0,2754.0
146,45,44,191,92,75,50,99,88,2692.0,3960.0,3548.0,3864.0,2753.0
147,48,50,157,89,75,47,92,87,2692.0,3960.0,3548.0,3865.0,2752.0
148,54,63,177,123,82,40,86,79,2692.0,3960.0,3549.0,3866.0,2752.0
149,53,59,145,113,80,45,95,83,2692.0,3961.0,3548.0,3867.0,2751.0
