,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,136,111,97,35,95,160,46,79,2384.0,3912.0,2742.0,3733.0,2570.0
1,143,117,95,37,93,152,43,97,2489.0,4077.0,3450.0,4077.0,3306.0
2,121,138,101,37,89,153,42,96,2489.0,4077.0,3450.0,4077.0,3306.0
3,125,125,87,38,86,154,42,102,2489.0,4076.0,3450.0,4077.0,3306.0
4,124,126,79,35,85,149,43,105,2489.0,4077.0,3450.0,4077.0,3306.0
5,135,127,75,34,82,153,40,106,2489.0,4077.0,3450.0,4077.0,3306.0
6,142,128,80,33,82,151,41,92,2490.0,4077.0,3451.0,4077.0,3306.0
7,143,97,72,32,80,156,50,96,2490.0,4077.0,3451.0,4077.0,3305.0
8,141,98,86,31,75,172,54,103,2489.0,4077.0,3451.0,4077.0,3305.0
9,143,110,89,34,73,167,51,106,2489.0,4077.0,3451.0,4077.0,3306.0
10,127,114,92,32,69,169,52,94,2489.0,4077.0,3451.0,4077.0,3305.0
11,137,103,90,35,80,184,51,106,2489.0,4077.0,3451.0,4077.0,3305.0
12,126,98,89,37,84,170,42,113,2489.0,4077.0,3451.0,4077.0,3305.0
13,129,117,98,36,81,143,36,103,2489.0,4077.0,3451.0,4077.0,3305.0
14,135,106,96,34,81,143,37,102,2489.0,4077.0,3451.0,4077.0,3305.0
15,148,99,92,35,81,151,40,103,2489.0,4077.0,3451.0,4077.0,3305.0
16,130,109,98,35,81,158,41,89,2489.0,4077.0,3451.0,4077.0,3305.0
17,122,115,101,35,72,156,40,72,2489.0,4077.0,3451.0,4077.0,3304.0
18,129,92,79,35,78,158,41,78,2489.0,4077.0,3451.0,4077.0,3304.0
19,132,92,78,38,85,184,42,80,2489.0,4077.0,3451.0,4077.0,3304.0
20,117,107,79,36,82,170,37,93,2488.0,4077.0,3451.0,4077.0,3304.0
21,110,113,82,35,81,164,41,98,2489.0,4077.0,3451.0,4077.0,3304.0
22,109,116,97,32,79,166,43,104,2488.0,4077.0,3451.0,4077.0,3304.0
23,111,122,111,30,70,170,45,99,2488.0,4077.0,3451.0,4077.0,3303.0
24,99,127,112,31,79,185,51,113,2487.0,4077.0,3451.0,4077.0,3303.0
25,96,114,115,33,88,197,54,106,2488.0,4077.0,3451.0,4077.0,3303.0
26,106,100,106,30,83,197,55,110,2488.0,4077.0,3451.0,4077.0,3303.0
27,112,90,89,32,88,204,55,109,2488.0,4077.0,3451.0,4077.0,3303.0
28,100,95,76,33,96,211,57,111,2488.0,4077.0,3451.0,4077.0,3303.0
29,101,110,77,32,86,176,54,88,2489.0,4077.0,3451.0,4077.0,3303.0
30,114,168,98,37,84,161,58,90,2488.0,4077.0,3452.0,4077.0,3303.0
31,114,188,100,38,81,146,52,78,2489.0,4077.0,3451.0,4077.0,3303.0
32,123,200,105,38,85,156,57,93,2488.0,4076.0,3451.0,4077.0,3303.0
33,129,214,126,41,85,153,57,90,2488.0,4077.0,3452.0,4077.0,3303.0
34,130,208,126,40,89,156,55,93,2488.0,4077.0,3451.0,4077.0,3303.0
35,140,172,108,40,91,160,51,89,2488.0,4077.0,3451.0,4077.0,3303.0
36,143,151,104,38,93,172,52,89,2488.0,4077.0,3452.0,4077.0,3303.0
37,145,143,105,40,89,158,45,78,E,r,r,o,r
38,146,111,75,38,87,153,45,78,2488.0,4077.0,3452.0,4077.0,3303.0
39,154,116,73,38,88,158,44,77,2488.0,4077.0,3452.0,4077.0,3303.0
40,137,128,72,34,86,177,50,77,2488.0,4077.0,3453.0,4077.0,3303.0
41,129,142,89,37,87,168,49,78,2488.0,4077.0,3453.0,4077.0,3303.0
42,128,131,82,36,85,165,50,79,2488.0,4077.0,3453.0,4077.0,3302.0
43,147,186,127,37,87,181,54,93,2488.0,4077.0,3453.0,4077.0,3303.0
44,146,192,133,37,80,174,55,92,2488.0,4077.0,3453.0,4077.0,3303.0
45,169,180,135,37,77,154,52,96,2488.0,4077.0,3453.0,4077.0,3303.0
46,174,202,141,36,81,156,52,102,2488.0,4077.0,3453.0,4077.0,3303.0
47,184,208,145,38,89,162,55,97,2488.0,4077.0,3453.0,4077.0,3303.0
48,165,165,106,38,89,152,51,84,E,r,r,o,r
49,171,155,98,36,92,167,54,100,2488.0,4077.0,3453.0,4077.0,3303.0
50,156,153,96,39,96,163,53,101,2488.0,4077.0,3454.0,4077.0,3303.0
51,158,132,102,40,91,156,53,95,2488.0,4077.0,3453.0,4077.0,3303.0
52,136,129,99,35,87,141,52,98,2488.0,4077.0,3453.0,4077.0,3303.0
