,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,326,160,101,27,19,18,33,92,2420.0,4094.0,2933.0,3848.0,2846.0
1,430,177,114,29,20,24,41,137,2393.0,4040.0,2851.0,3810.0,2741.0
2,402,191,130,32,20,24,40,166,2393.0,4040.0,2852.0,3810.0,2741.0
3,420,203,126,31,22,27,43,180,2394.0,4040.0,2852.0,3810.0,2741.0
4,442,183,122,31,22,27,44,184,2394.0,4040.0,2852.0,3810.0,2741.0
5,461,183,116,32,26,33,62,228,2393.0,4040.0,2852.0,3810.0,2741.0
6,378,185,113,34,26,32,61,213,2393.0,4040.0,2853.0,3810.0,2740.0
7,357,182,93,29,25,32,59,192,E,r,r,o,r
8,334,187,101,31,25,31,59,188,2393.0,4040.0,2853.0,3811.0,2739.0
9,338,182,94,32,24,31,59,194,2393.0,4040.0,2853.0,3811.0,2737.0
10,361,173,82,31,21,26,44,149,E,r,r,o,r
11,397,176,72,30,22,26,48,156,2392.0,4040.0,2853.0,3810.0,2736.0
12,422,177,77,31,24,24,47,149,2393.0,4040.0,2853.0,3810.0,2735.0
13,451,170,65,30,25,24,45,150,E,r,r,o,r
14,412,171,64,31,26,26,44,133,2393.0,4040.0,2853.0,3811.0,2735.0
15,454,165,65,29,26,26,43,128,2393.0,4040.0,2854.0,3811.0,2735.0
16,443,186,66,28,26,26,37,148,E,r,r,o,r
17,429,191,63,26,24,26,36,143,2393.0,4040.0,2853.0,3811.0,2735.0
18,462,181,63,24,23,26,35,130,2393.0,4040.0,2853.0,3811.0,2735.0
19,471,221,91,23,24,25,35,128,E,r,r,o,r
20,414,288,115,27,23,24,33,126,2393.0,4040.0,2854.0,3811.0,2736.0
21,437,321,152,29,24,24,31,76,2393.0,4040.0,2853.0,3811.0,2736.0
22,457,322,167,33,24,24,40,111,2393.0,4040.0,2853.0,3811.0,2736.0
23,426,326,171,35,23,24,42,120,2393.0,4040.0,2854.0,3811.0,2737.0
24,451,303,162,35,23,25,44,122,2394.0,4040.0,2854.0,3811.0,2736.0
25,436,244,172,40,23,26,47,131,2393.0,4040.0,2854.0,3811.0,2736.0
26,466,175,147,41,28,27,62,167,2393.0,4040.0,2854.0,3811.0,2736.0
27,525,196,132,39,29,29,63,176,2393.0,4040.0,2855.0,3812.0,2737.0
28,566,222,140,42,31,30,68,183,2394.0,4040.0,2855.0,3812.0,2737.0
29,574,218,137,41,33,31,75,198,2394.0,4040.0,2854.0,3811.0,2737.0
30,566,215,110,34,32,31,73,192,2393.0,4040.0,2854.0,3811.0,2735.0
31,511,210,103,32,27,28,63,171,2393.0,4040.0,2854.0,3811.0,2735.0
32,457,172,98,33,35,30,57,160,2393.0,4040.0,2855.0,3811.0,2735.0
33,385,122,82,29,47,42,52,148,2393.0,4040.0,2859.0,3811.0,2736.0
34,384,123,79,29,47,42,50,161,2394.0,4041.0,2863.0,3811.0,2736.0
35,486,166,80,30,48,43,54,172,2393.0,4041.0,2873.0,3811.0,2737.0
36,492,177,86,31,56,48,55,178,2393.0,4041.0,2873.0,3811.0,2738.0
37,508,191,101,34,70,71,66,172,2393.0,4041.0,2889.0,3811.0,2738.0
38,524,227,103,36,72,81,67,173,2393.0,4041.0,2903.0,3811.0,2738.0
39,499,235,119,38,76,85,61,160,2393.0,4042.0,2945.0,3810.0,2738.0
40,411,213,113,40,83,95,60,154,2393.0,4042.0,3013.0,3810.0,2739.0
41,437,209,120,45,80,95,60,152,2393.0,4042.0,3052.0,3809.0,2739.0
42,377,237,115,43,66,79,48,148,2393.0,4041.0,3110.0,3808.0,2740.0
43,382,238,126,42,66,68,47,177,2393.0,4041.0,3134.0,3808.0,2740.0
44,376,240,125,54,88,102,58,186,2393.0,4041.0,3156.0,3808.0,2741.0
45,384,247,134,55,86,97,60,211,2392.0,4041.0,3182.0,3807.0,2742.0
46,348,251,124,50,85,96,57,203,2391.0,4041.0,3231.0,3807.0,2744.0
47,374,214,118,50,85,97,59,208,E,r,r,o,r
48,338,191,111,52,84,105,62,199,2391.0,4041.0,3267.0,3808.0,2746.0
49,340,204,96,40,57,77,52,196,2391.0,4041.0,3285.0,3808.0,2747.0
50,347,209,131,39,62,70,46,186,2391.0,4041.0,3321.0,3808.0,2748.0
51,344,198,136,51,122,125,54,213,2391.0,4041.0,3336.0,3808.0,2749.0
52,305,203,138,51,133,141,55,209,2390.0,4041.0,3373.0,3808.0,2750.0
53,321,197,148,60,136,153,65,207,2390.0,4041.0,3390.0,3808.0,2751.0
54,311,180,157,58,137,152,64,193,2390.0,4041.0,3419.0,3808.0,2753.0
55,263,202,145,57,140,159,65,199,2390.0,4041.0,3428.0,3808.0,2754.0
56,246,235,178,54,102,127,66,195,2390.0,4040.0,3435.0,3808.0,2755.0
57,255,266,181,54,104,116,68,207,2390.0,4040.0,3440.0,3808.0,2756.0
58,214,266,170,42,103,93,53,218,2390.0,4040.0,3451.0,3807.0,2758.0
59,202,264,168,47,132,115,64,238,2390.0,4040.0,3456.0,3808.0,2760.0
60,184,240,147,48,134,134,74,231,2391.0,4039.0,3462.0,3809.0,2762.0
61,176,223,107,42,136,137,75,221,2392.0,4039.0,3468.0,3811.0,2765.0
62,161,244,123,52,134,147,75,211,2393.0,4039.0,3489.0,3816.0,2772.0
63,185,260,144,56,170,193,98,208,E,r,r,o,r
64,281,254,139,56,172,202,106,222,2394.0,4039.0,3505.0,3819.0,2774.0
65,297,313,177,56,195,216,107,248,2394.0,4039.0,3520.0,3826.0,2780.0
66,342,305,177,56,190,211,106,262,2395.0,4038.0,3529.0,3838.0,2785.0
67,345,265,171,50,186,203,105,269,2395.0,4038.0,3529.0,3838.0,2788.0
68,345,279,160,50,169,169,88,260,2396.0,4038.0,3532.0,3840.0,2791.0
69,279,309,214,56,164,167,76,239,2396.0,4038.0,3535.0,3843.0,2796.0
70,280,279,197,57,135,138,65,218,2397.0,4038.0,3537.0,3845.0,2798.0
71,257,288,259,78,152,145,67,241,2397.0,4038.0,3539.0,3846.0,2800.0
72,259,303,270,82,172,159,70,242,2398.0,4038.0,3543.0,3853.0,2800.0
73,253,322,311,84,162,154,67,242,2399.0,4038.0,3543.0,3853.0,2798.0
74,268,300,284,89,199,189,84,232,2400.0,4039.0,3544.0,3855.0,2797.0
75,257,297,282,95,202,188,87,231,2401.0,4039.0,3547.0,3861.0,2794.0
76,264,368,272,81,221,200,89,230,2403.0,4040.0,3549.0,3868.0,2792.0
77,258,365,287,84,228,199,87,217,2405.0,4040.0,3550.0,3870.0,2791.0
78,259,320,238,81,224,196,86,214,2405.0,4040.0,3549.0,3872.0,2791.0
79,250,314,232,69,180,144,65,217,E,r,r,o,r
80,284,280,222,63,195,164,64,240,2409.0,4040.0,3549.0,3873.0,2789.0
81,275,201,164,62,181,159,70,203,2411.0,4040.0,3551.0,3875.0,2787.0
82,272,167,99,50,158,148,67,204,2411.0,4040.0,3551.0,3875.0,2786.0
83,265,187,100,51,153,145,67,201,2411.0,4040.0,3551.0,3875.0,2786.0
84,261,201,110,58,157,145,75,207,2410.0,4041.0,3552.0,3875.0,2785.0
85,242,202,110,53,128,111,70,168,2409.0,4041.0,3552.0,3875.0,2784.0
86,209,191,114,51,93,89,57,156,2409.0,4040.0,3553.0,3875.0,2783.0
87,219,210,125,51,103,99,61,163,2409.0,4040.0,3554.0,3874.0,2782.0
88,245,197,122,49,128,121,73,180,2409.0,4040.0,3554.0,3874.0,2781.0
89,247,178,105,40,141,140,82,191,2409.0,4039.0,3554.0,3874.0,2780.0
90,221,174,116,42,146,151,84,181,2408.0,4039.0,3555.0,3874.0,2779.0
91,236,142,113,47,163,162,87,179,2408.0,4039.0,3555.0,3874.0,2779.0
92,238,113,102,51,155,162,92,193,2408.0,4039.0,3556.0,3875.0,2778.0
93,233,113,100,52,136,149,91,212,2409.0,4039.0,3558.0,3875.0,2777.0
94,247,127,99,52,135,126,81,212,2408.0,4039.0,3558.0,3875.0,2776.0
95,250,137,86,50,139,124,82,212,2408.0,4038.0,3558.0,3876.0,2776.0
96,255,143,77,49,121,106,78,216,2408.0,4038.0,3558.0,3876.0,2776.0
97,250,163,127,48,123,99,71,200,2408.0,4038.0,3559.0,3875.0,2776.0
98,245,191,139,50,176,152,77,175,2408.0,4038.0,3559.0,3876.0,2775.0
99,216,231,149,60,284,271,110,185,2409.0,4037.0,3559.0,3876.0,2774.0
100,261,276,227,84,292,283,117,198,2409.0,4037.0,3560.0,3876.0,2774.0
101,245,275,228,85,306,293,119,193,2410.0,4037.0,3564.0,3878.0,2773.0
102,244,272,221,94,333,314,126,196,2410.0,4037.0,3569.0,3880.0,2773.0
103,232,255,216,95,330,310,130,188,E,r,r,o,r
104,269,221,213,93,261,228,109,174,2412.0,4037.0,3581.0,3884.0,2771.0
105,242,167,128,73,248,207,101,156,2413.0,4037.0,3583.0,3886.0,2769.0
106,273,154,125,69,234,193,99,174,2413.0,4038.0,3584.0,3886.0,2767.0
107,290,141,87,52,194,157,90,183,2414.0,4037.0,3583.0,3885.0,2765.0
108,301,152,87,47,166,133,81,186,2414.0,4037.0,3582.0,3882.0,2763.0
109,279,162,87,44,148,143,87,186,2414.0,4037.0,3581.0,3881.0,2762.0
110,262,158,84,47,149,146,85,183,2414.0,4037.0,3582.0,3881.0,2760.0
111,267,157,78,51,172,162,95,180,2415.0,4037.0,3582.0,3881.0,2758.0
112,249,154,81,57,165,159,96,203,2415.0,4036.0,3582.0,3881.0,2757.0
113,230,136,73,55,153,142,86,201,2416.0,4036.0,3582.0,3881.0,2758.0
114,270,110,62,51,142,108,74,193,2415.0,4036.0,3581.0,3881.0,2758.0
115,284,107,67,57,144,111,77,205,2415.0,4036.0,3582.0,3880.0,2757.0
116,250,102,66,57,110,91,64,189,2415.0,4036.0,3582.0,3880.0,2757.0
117,267,146,89,57,119,97,62,149,2415.0,4036.0,3582.0,3880.0,2756.0
118,265,169,109,61,148,111,63,159,2415.0,4036.0,3582.0,3880.0,2756.0
119,243,174,115,63,140,113,59,184,2415.0,4036.0,3582.0,3880.0,2756.0
120,234,168,113,56,135,105,58,199,2415.0,4036.0,3583.0,3880.0,2757.0
121,236,176,123,54,132,101,54,201,2415.0,4036.0,3583.0,3880.0,2757.0
122,238,140,105,49,123,95,63,213,2415.0,4036.0,3583.0,3880.0,2758.0
123,250,112,83,45,93,89,63,198,2415.0,4036.0,3583.0,3880.0,2758.0
124,214,102,77,40,76,76,60,163,2415.0,4036.0,3584.0,3880.0,2758.0
125,227,114,77,45,131,137,81,149,E,r,r,o,r
126,236,110,57,41,136,146,84,202,2415.0,4035.0,3584.0,3880.0,2757.0
127,227,127,69,42,143,147,78,221,2415.0,4036.0,3584.0,3880.0,2758.0
128,222,151,83,47,146,142,75,230,2415.0,4035.0,3584.0,3880.0,2759.0
129,269,149,88,47,152,153,85,267,2415.0,4036.0,3584.0,3880.0,2760.0
130,280,139,84,40,125,117,66,257,2415.0,4035.0,3584.0,3880.0,2760.0
131,286,135,87,39,121,110,65,213,E,r,r,o,r
132,270,119,79,38,137,120,69,178,2415.0,4035.0,3584.0,3880.0,2761.0
133,297,92,66,31,131,122,72,169,2415.0,4035.0,3584.0,3881.0,2761.0
134,291,115,58,33,123,110,64,169,E,r,r,o,r
135,267,132,63,34,111,101,61,169,2415.0,4035.0,3584.0,3881.0,2762.0
136,280,142,65,37,104,91,63,188,2415.0,4035.0,3584.0,3881.0,2762.0
137,288,142,63,40,73,77,60,204,2415.0,4035.0,3584.0,3881.0,2763.0
138,268,144,74,42,73,70,56,203,2415.0,4035.0,3584.0,3881.0,2762.0
139,251,127,77,40,96,95,63,179,2415.0,4035.0,3584.0,3881.0,2763.0
140,273,154,96,43,91,87,65,212,2415.0,4035.0,3584.0,3880.0,2763.0
141,241,148,104,39,93,92,62,200,2415.0,4035.0,3584.0,3881.0,2764.0
142,227,165,111,37,90,84,55,192,2415.0,4035.0,3584.0,3880.0,2764.0
143,275,177,106,36,92,90,63,204,2415.0,4035.0,3584.0,3880.0,2764.0
144,256,177,101,36,70,58,50,183,2414.0,4035.0,3584.0,3880.0,2765.0
145,266,152,91,38,109,71,49,158,2414.0,4035.0,3584.0,3880.0,2765.0
146,290,148,85,40,107,66,51,175,2414.0,4035.0,3584.0,3880.0,2765.0
147,292,133,78,39,107,68,53,167,2414.0,4035.0,3584.0,3880.0,2766.0
148,249,113,74,36,106,67,49,173,2414.0,4035.0,3584.0,3880.0,2766.0
149,245,120,77,39,112,79,55,180,2414.0,4035.0,3584.0,3880.0,2766.0
