,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,24,21,29,143,51,83,189,48,2541.0,3972.0,3591.0,3864.0,2697.0
1,20,21,32,155,59,78,195,47,2510.0,3960.0,3075.0,3851.0,2668.0
2,20,19,32,170,55,71,195,47,2510.0,3960.0,3075.0,3851.0,2668.0
3,22,38,55,148,56,76,198,48,2510.0,3960.0,3075.0,3851.0,2668.0
4,21,41,73,144,57,78,194,41,2510.0,3960.0,3076.0,3851.0,2669.0
5,22,43,75,138,58,76,153,42,2510.0,3960.0,3079.0,3850.0,2670.0
6,24,45,86,147,56,123,109,48,2511.0,3960.0,3084.0,3850.0,2671.0
7,33,66,180,151,60,126,130,82,E,r,r,o,r
8,53,88,185,259,82,132,200,117,2512.0,3961.0,3101.0,3848.0,2674.0
9,73,100,183,281,94,154,262,185,2515.0,3962.0,3128.0,3846.0,2681.0
10,76,102,192,313,97,156,270,190,2515.0,3962.0,3134.0,3846.0,2682.0
11,77,109,202,322,98,122,268,190,2516.0,3962.0,3141.0,3847.0,2683.0
12,75,103,152,333,100,126,256,181,2517.0,3962.0,3161.0,3845.0,2685.0
13,66,86,165,257,83,119,210,162,2517.0,3962.0,3161.0,3844.0,2686.0
14,71,78,182,267,73,93,170,150,2518.0,3961.0,3178.0,3844.0,2685.0
15,78,93,186,241,79,92,168,162,2520.0,3961.0,3190.0,3844.0,2680.0
16,76,85,188,245,87,91,159,160,2521.0,3961.0,3200.0,3844.0,2676.0
17,78,89,237,348,97,84,156,161,2522.0,3961.0,3212.0,3845.0,2673.0
18,88,141,231,352,104,94,251,213,2523.0,3961.0,3304.0,3846.0,2668.0
19,71,146,220,338,102,87,292,183,2525.0,3961.0,3304.0,3846.0,2665.0
20,62,139,220,373,98,86,313,176,2526.0,3963.0,3406.0,3848.0,2661.0
21,66,171,219,376,91,88,315,187,2529.0,3963.0,3431.0,3848.0,2659.0
22,64,191,170,280,81,83,321,189,2532.0,3965.0,3475.0,3848.0,2660.0
23,51,167,164,288,69,68,254,145,2534.0,3966.0,3488.0,3849.0,2662.0
24,54,167,182,288,77,104,264,171,2535.0,3967.0,3505.0,3850.0,2665.0
25,58,164,170,260,78,107,239,180,2537.0,3967.0,3505.0,3850.0,2668.0
26,57,133,161,276,86,109,247,186,2540.0,3968.0,3522.0,3851.0,2672.0
27,60,100,146,304,93,114,254,199,2540.0,3969.0,3534.0,3853.0,2673.0
28,55,87,147,296,94,112,266,194,2542.0,3969.0,3534.0,3853.0,2674.0
29,54,109,119,292,88,94,206,195,2542.0,3969.0,3544.0,3855.0,2675.0
30,50,126,137,293,97,96,219,204,2545.0,3969.0,3547.0,3856.0,2679.0
31,45,135,139,268,93,92,205,192,E,r,r,o,r
32,50,137,134,215,88,91,198,180,2547.0,3969.0,3551.0,3857.0,2681.0
33,54,131,133,221,99,93,195,217,2548.0,3969.0,3557.0,3858.0,2686.0
34,51,107,134,220,116,78,170,186,2549.0,3970.0,3560.0,3859.0,2688.0
35,52,90,117,210,109,76,195,168,2549.0,3970.0,3563.0,3860.0,2691.0
36,54,120,113,255,122,76,210,180,2548.0,3970.0,3567.0,3860.0,2694.0
37,52,140,108,257,122,71,208,186,2547.0,3970.0,3568.0,3861.0,2697.0
38,48,140,100,252,114,63,193,147,2547.0,3970.0,3569.0,3861.0,2698.0
39,45,139,94,248,102,62,190,149,2547.0,3970.0,3569.0,3861.0,2698.0
40,43,138,99,246,105,48,136,138,2546.0,3970.0,3570.0,3861.0,2698.0
41,44,108,108,190,89,49,119,124,2547.0,3970.0,3570.0,3861.0,2699.0
42,37,72,102,187,83,48,154,116,2547.0,3970.0,3571.0,3861.0,2699.0
43,40,68,109,198,116,66,162,104,2547.0,3970.0,3571.0,3862.0,2699.0
44,40,72,123,263,117,65,156,105,2547.0,3970.0,3571.0,3862.0,2699.0
45,40,78,113,279,112,67,155,104,2546.0,3970.0,3571.0,3862.0,2700.0
46,37,64,107,274,111,66,151,98,2546.0,3970.0,3571.0,3862.0,2700.0
47,37,62,139,280,113,74,153,102,2545.0,3970.0,3572.0,3862.0,2701.0
48,36,62,132,278,83,59,190,102,2545.0,3970.0,3572.0,3862.0,2701.0
49,39,64,124,274,94,60,205,109,2544.0,3970.0,3572.0,3862.0,2702.0
50,39,54,137,281,95,59,218,113,2544.0,3970.0,3572.0,3863.0,2702.0
51,39,69,139,292,91,58,219,113,2544.0,3970.0,3572.0,3863.0,2702.0
52,36,68,113,287,91,57,188,103,2544.0,3970.0,3572.0,3863.0,2702.0
53,35,71,113,281,87,60,147,102,2544.0,3970.0,3573.0,3863.0,2703.0
54,32,68,108,258,68,57,129,102,2544.0,3970.0,3573.0,3863.0,2703.0
55,41,76,97,228,67,58,138,100,2543.0,3969.0,3573.0,3863.0,2704.0
56,42,63,79,219,68,71,144,99,2543.0,3970.0,3573.0,3863.0,2705.0
57,43,63,71,238,64,64,147,106,2542.0,3970.0,3573.0,3863.0,2706.0
58,43,75,72,240,63,60,147,117,2542.0,3970.0,3574.0,3863.0,2706.0
59,43,77,84,208,70,62,142,109,2542.0,3970.0,3574.0,3863.0,2707.0
60,34,72,88,196,64,61,131,106,2542.0,3970.0,3574.0,3864.0,2707.0
61,35,74,88,200,61,52,133,109,2542.0,3970.0,3575.0,3864.0,2707.0
62,36,77,86,179,67,63,147,119,2541.0,3970.0,3575.0,3864.0,2708.0
63,42,71,83,180,76,63,144,113,2541.0,3970.0,3575.0,3864.0,2708.0
64,41,64,86,199,77,64,143,108,2541.0,3970.0,3575.0,3864.0,2708.0
65,43,63,75,214,81,64,125,111,2541.0,3970.0,3575.0,3864.0,2709.0
66,44,66,74,228,97,64,123,136,2540.0,3970.0,3575.0,3864.0,2709.0
67,45,65,79,274,99,54,99,119,2540.0,3970.0,3575.0,3864.0,2710.0
68,41,65,103,294,97,55,170,111,2540.0,3970.0,3575.0,3865.0,2711.0
69,40,66,101,307,97,54,174,111,2540.0,3970.0,3575.0,3864.0,2711.0
70,38,71,99,292,94,60,182,118,2540.0,3970.0,3574.0,3865.0,2711.0
71,36,67,109,281,79,55,191,88,2540.0,3970.0,3574.0,3865.0,2711.0
72,32,67,107,229,71,54,200,95,2540.0,3970.0,3574.0,3865.0,2711.0
73,32,63,87,212,71,50,137,92,2540.0,3970.0,3574.0,3865.0,2711.0
74,35,59,71,220,65,46,145,102,2539.0,3969.0,3574.0,3865.0,2712.0
75,34,50,74,234,64,39,135,89,2539.0,3969.0,3573.0,3865.0,2712.0
76,34,52,81,255,64,38,121,87,2539.0,3969.0,3573.0,3865.0,2711.0
77,35,69,87,277,61,35,107,75,2538.0,3969.0,3573.0,3865.0,2712.0
78,35,64,88,295,64,46,111,82,2538.0,3969.0,3572.0,3865.0,2711.0
79,32,62,88,288,62,51,98,72,2538.0,3969.0,3572.0,3865.0,2711.0
80,35,68,87,292,66,60,103,92,2538.0,3969.0,3571.0,3865.0,2712.0
81,33,70,81,277,63,60,92,89,2538.0,3969.0,3570.0,3865.0,2712.0
82,36,51,71,261,68,63,140,94,2538.0,3969.0,3571.0,3865.0,2712.0
83,36,53,72,234,74,61,166,110,2538.0,3969.0,3571.0,3865.0,2713.0
84,38,71,96,218,77,61,167,109,2538.0,3969.0,3570.0,3865.0,2713.0
85,37,68,109,235,76,54,163,95,2537.0,3969.0,3570.0,3865.0,2713.0
