,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,72,21,37,37,40,39,23,64,3013.0,4081.0,3471.0,4061.0,3193.0
1,80,22,38,43,47,29,26,76,3012.0,4081.0,3473.0,4060.0,3194.0
2,76,20,39,38,46,27,25,77,3012.0,4081.0,3472.0,4060.0,3194.0
3,76,23,50,52,47,26,25,72,3012.0,4081.0,3473.0,4060.0,3194.0
4,77,23,48,51,45,29,23,70,3012.0,4081.0,3473.0,4060.0,3194.0
5,76,23,50,52,41,30,22,74,3012.0,4081.0,3472.0,4061.0,3194.0
6,56,24,52,51,35,29,22,61,3012.0,4081.0,3472.0,4060.0,3194.0
7,61,24,60,55,33,29,20,56,3012.0,4081.0,3472.0,4060.0,3194.0
8,64,23,49,43,40,28,19,53,3012.0,4081.0,3473.0,4060.0,3194.0
9,63,25,48,43,40,24,18,60,3012.0,4081.0,3473.0,4060.0,3194.0
10,56,24,46,46,41,23,17,56,3012.0,4081.0,3473.0,4060.0,3194.0
11,64,22,44,46,38,21,14,56,3012.0,4081.0,3473.0,4060.0,3194.0
12,60,24,48,51,37,28,16,51,3012.0,4081.0,3472.0,4061.0,3194.0
13,59,26,46,55,29,29,16,60,3012.0,4081.0,3472.0,4060.0,3194.0
14,66,26,52,60,33,30,18,74,3012.0,4081.0,3472.0,4061.0,3194.0
15,65,26,53,61,32,30,22,80,3012.0,4081.0,3472.0,4060.0,3194.0
16,75,25,64,65,35,30,22,82,3012.0,4081.0,3472.0,4061.0,3194.0
17,75,24,54,60,39,27,21,85,3013.0,4081.0,3472.0,4061.0,3194.0
18,72,23,52,57,42,34,23,75,3012.0,4081.0,3472.0,4060.0,3194.0
19,70,21,49,57,39,34,23,54,3013.0,4081.0,3473.0,4060.0,3194.0
20,81,23,55,58,37,36,20,57,3012.0,4081.0,3473.0,4061.0,3194.0
21,69,25,45,52,35,35,21,55,3012.0,4081.0,3473.0,4061.0,3194.0
22,70,27,44,52,37,34,21,64,3012.0,4081.0,3473.0,4060.0,3194.0
23,72,26,45,56,34,30,21,68,3012.0,4081.0,3472.0,4060.0,3194.0
24,67,27,50,52,37,31,21,70,3012.0,4081.0,3472.0,4060.0,3194.0
25,65,27,45,50,37,34,21,68,3012.0,4081.0,3472.0,4061.0,3194.0
26,64,27,45,50,39,35,22,71,3012.0,4081.0,3472.0,4060.0,3194.0
27,60,23,46,61,38,38,22,62,3012.0,4081.0,3472.0,4061.0,3194.0
28,65,24,50,66,41,36,21,65,3012.0,4081.0,3472.0,4060.0,3194.0
29,70,26,50,66,38,37,21,68,3012.0,4081.0,3472.0,4060.0,3194.0
30,58,27,48,65,37,31,22,60,3013.0,4081.0,3472.0,4061.0,3194.0
31,57,26,49,70,34,30,21,58,3013.0,4081.0,3472.0,4061.0,3194.0
32,59,27,50,60,35,26,20,56,3012.0,4081.0,3472.0,4060.0,3194.0
33,57,28,59,54,28,25,20,46,3013.0,4081.0,3472.0,4060.0,3194.0
34,60,26,54,54,29,26,20,56,3012.0,4081.0,3472.0,4060.0,3194.0
35,60,25,54,55,31,28,20,55,3013.0,4081.0,3472.0,4060.0,3194.0
36,59,26,58,46,32,28,20,63,3013.0,4081.0,3472.0,4061.0,3194.0
