,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,16,18,46,55,22,34,108,31,2630.0,4041.0,3057.0,3888.0,2754.0
1,33,29,47,56,22,34,102,32,2572.0,4033.0,3022.0,3851.0,2779.0
2,40,30,47,55,23,34,103,34,2571.0,4033.0,3021.0,3851.0,2779.0
3,43,32,51,59,23,33,97,33,2572.0,4033.0,3021.0,3851.0,2779.0
4,44,32,57,57,24,29,91,33,2572.0,4033.0,3022.0,3851.0,2778.0
5,45,33,57,59,25,28,91,33,2572.0,4033.0,3022.0,3851.0,2779.0
6,35,25,56,59,24,26,79,27,2572.0,4033.0,3022.0,3851.0,2779.0
7,42,30,61,64,27,27,81,27,E,r,r,o,r
8,41,28,60,65,28,28,84,28,2572.0,4033.0,3022.0,3851.0,2779.0
9,41,27,52,54,26,31,74,27,2572.0,4034.0,3022.0,3851.0,2779.0
10,42,27,57,56,26,43,85,27,2572.0,4033.0,3022.0,3851.0,2779.0
11,42,27,60,57,25,43,86,27,2572.0,4033.0,3022.0,3851.0,2779.0
12,29,21,58,54,22,45,100,26,2572.0,4033.0,3022.0,3851.0,2779.0
13,27,22,50,49,21,45,98,23,2572.0,4033.0,3022.0,3851.0,2778.0
14,40,26,50,52,21,44,100,24,2572.0,4033.0,3022.0,3851.0,2779.0
15,40,25,43,45,20,32,87,24,2572.0,4033.0,3022.0,3851.0,2778.0
16,40,25,39,44,25,43,102,26,2572.0,4033.0,3022.0,3851.0,2778.0
17,39,25,36,46,25,41,101,25,2572.0,4033.0,3022.0,3851.0,2779.0
18,39,27,36,41,25,43,109,27,2572.0,4034.0,3022.0,3851.0,2779.0
19,26,24,37,51,26,40,107,26,2572.0,4033.0,3021.0,3851.0,2778.0
20,41,29,51,64,27,40,112,27,2572.0,4034.0,3022.0,3851.0,2779.0
21,43,30,52,65,25,29,102,27,2572.0,4033.0,3022.0,3851.0,2779.0
22,43,29,52,66,25,30,87,28,2572.0,4033.0,3022.0,3851.0,2779.0
23,43,26,53,69,25,43,88,27,2572.0,4033.0,3021.0,3851.0,2779.0
24,42,26,55,61,24,43,87,26,2572.0,4033.0,3021.0,3851.0,2779.0
25,40,30,41,52,25,43,86,25,2572.0,4034.0,3021.0,3851.0,2779.0
26,39,30,43,51,26,42,83,24,2572.0,4033.0,3022.0,3851.0,2779.0
27,37,31,45,52,27,43,91,25,2572.0,4033.0,3021.0,3852.0,2779.0
28,39,35,45,61,26,37,92,26,2572.0,4033.0,3022.0,3851.0,2779.0
29,40,35,43,60,26,44,92,27,2572.0,4033.0,3022.0,3851.0,2779.0
30,26,27,47,58,25,45,88,26,2572.0,4033.0,3021.0,3851.0,2779.0
31,39,36,60,69,24,47,92,25,2572.0,4033.0,3021.0,3851.0,2779.0
32,40,35,58,69,23,45,89,23,2572.0,4034.0,3021.0,3851.0,2779.0
33,38,33,57,58,23,36,88,22,2572.0,4033.0,3021.0,3852.0,2779.0
34,39,35,56,62,24,28,97,23,2572.0,4033.0,3021.0,3851.0,2779.0
35,40,35,55,62,24,28,103,25,E,r,r,o,r
36,29,25,39,50,23,26,99,26,2572.0,4033.0,3021.0,3851.0,2779.0
37,38,29,39,47,25,26,92,24,2572.0,4033.0,3021.0,3851.0,2779.0
38,37,28,37,48,25,25,80,26,E,r,r,o,r
39,37,27,32,44,25,28,74,26,2572.0,4033.0,3021.0,3851.0,2779.0
40,39,27,29,44,24,35,81,25,2573.0,4033.0,3021.0,3851.0,2779.0
41,38,28,25,43,25,36,82,25,2572.0,4033.0,3021.0,3851.0,2779.0
42,41,33,48,50,27,40,93,32,2571.0,4033.0,3021.0,3851.0,2780.0
43,44,35,51,51,26,44,102,33,2570.0,4033.0,3021.0,3852.0,2782.0
44,45,34,52,53,34,50,120,41,2568.0,4033.0,3021.0,3852.0,2784.0
45,49,61,55,55,53,68,166,54,2571.0,4033.0,3022.0,3852.0,2786.0
46,83,101,70,56,54,75,172,93,2607.0,4034.0,3022.0,3851.0,2786.0
47,172,113,62,68,67,91,196,145,2622.0,4034.0,3022.0,3850.0,2784.0
48,191,115,68,75,118,127,210,169,2630.0,4034.0,3026.0,3851.0,2781.0
49,194,117,71,84,118,135,263,177,2645.0,4037.0,3029.0,3852.0,2780.0
50,195,107,72,101,121,178,368,195,2648.0,4039.0,3028.0,3854.0,2778.0
51,188,73,60,109,146,235,461,198,2648.0,4040.0,3029.0,3855.0,2776.0
52,118,55,67,108,156,232,468,178,2645.0,4040.0,3029.0,3857.0,2775.0
53,89,54,69,127,140,225,469,159,2643.0,4040.0,3030.0,3859.0,2776.0
54,87,65,74,132,154,231,460,157,2642.0,4040.0,3030.0,3862.0,2776.0
55,85,100,72,118,149,197,364,133,2642.0,4041.0,3031.0,3869.0,2778.0
56,76,99,71,115,143,130,246,105,2643.0,4041.0,3031.0,3871.0,2779.0
57,65,99,69,126,132,147,282,95,2643.0,4041.0,3032.0,3874.0,2779.0
58,60,97,60,107,118,136,287,92,2643.0,4041.0,3031.0,3875.0,2781.0
59,65,93,55,99,109,117,255,84,2644.0,4040.0,3031.0,3875.0,2781.0
60,64,52,55,100,109,129,270,84,2643.0,4041.0,3031.0,3876.0,2782.0
61,65,68,66,104,88,136,300,89,2643.0,4040.0,3031.0,3876.0,2782.0
62,66,71,66,89,81,112,240,80,2644.0,4041.0,3031.0,3876.0,2782.0
63,67,71,71,82,80,113,239,77,2644.0,4041.0,3031.0,3876.0,2782.0
64,68,112,73,77,62,117,267,71,2644.0,4041.0,3031.0,3876.0,2782.0
65,69,114,78,83,71,112,267,73,2644.0,4041.0,3031.0,3876.0,2782.0
66,66,106,72,72,72,109,262,71,2644.0,4041.0,3031.0,3877.0,2781.0
67,67,107,70,67,77,111,264,75,E,r,r,o,r
68,77,110,75,71,72,108,253,79,2645.0,4041.0,3031.0,3877.0,2781.0
69,68,100,71,72,76,104,225,79,2645.0,4041.0,3032.0,3877.0,2781.0
70,67,105,68,82,79,104,221,73,E,r,r,o,r
71,65,112,71,81,73,105,210,73,2645.0,4041.0,3032.0,3877.0,2781.0
72,58,109,69,78,68,102,218,63,2645.0,4041.0,3032.0,3877.0,2780.0
73,51,107,71,77,73,99,216,57,E,r,r,o,r
74,47,74,70,76,70,103,218,53,2644.0,4041.0,3032.0,3877.0,2779.0
75,45,63,67,59,52,90,208,52,2644.0,4041.0,3032.0,3877.0,2779.0
76,47,46,62,69,68,70,163,45,E,r,r,o,r
