,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,177,75,27,19,18,71,215,35,2718.0,4045.0,2933.0,3909.0,2732.0
1,168,74,26,19,19,72,214,35,2379.0,4043.0,2928.0,3895.0,2790.0
2,166,78,26,18,19,67,220,44,2380.0,4044.0,2928.0,3895.0,2791.0
3,145,70,25,19,17,61,201,45,2379.0,4044.0,2928.0,3896.0,2792.0
4,139,66,24,18,17,63,195,46,2379.0,4044.0,2928.0,3895.0,2792.0
5,141,73,24,18,18,61,193,48,2379.0,4043.0,2928.0,3895.0,2793.0
6,154,76,26,19,18,69,201,49,2379.0,4044.0,2928.0,3895.0,2795.0
7,151,72,25,21,20,69,181,46,E,r,r,o,r
8,121,63,25,20,22,58,180,44,2379.0,4044.0,2928.0,3896.0,2796.0
9,133,66,25,21,22,59,178,46,2379.0,4044.0,2928.0,3896.0,2797.0
10,131,57,24,20,22,57,176,49,2379.0,4044.0,2928.0,3896.0,2799.0
11,119,57,24,20,23,46,142,54,2379.0,4044.0,2927.0,3896.0,2799.0
12,124,54,26,19,23,52,134,53,2379.0,4044.0,2928.0,3896.0,2800.0
13,154,71,28,18,22,75,163,56,2380.0,4044.0,2928.0,3896.0,2801.0
14,150,75,28,17,21,78,176,57,2379.0,4044.0,2928.0,3896.0,2800.0
15,147,76,30,18,22,78,179,56,2379.0,4044.0,2928.0,3896.0,2799.0
16,159,89,29,18,21,81,215,56,2380.0,4044.0,2928.0,3896.0,2797.0
17,165,93,29,17,20,83,216,54,2380.0,4043.0,2928.0,3896.0,2797.0
18,140,85,28,18,20,85,256,55,2380.0,4044.0,2928.0,3896.0,2795.0
19,129,78,27,20,22,85,252,54,E,r,r,o,r
20,124,86,25,19,21,88,278,63,2379.0,4044.0,2928.0,3896.0,2794.0
21,129,111,29,21,23,88,282,67,2379.0,4044.0,2928.0,3896.0,2795.0
22,122,116,29,21,22,85,268,68,E,r,r,o,r
23,122,114,28,21,23,72,239,70,2378.0,4044.0,2928.0,3896.0,2794.0
24,124,115,28,23,21,84,243,71,2377.0,4044.0,2928.0,3896.0,2792.0
25,123,109,30,24,24,86,263,64,E,r,r,o,r
26,102,69,25,22,22,85,233,57,2377.0,4044.0,2928.0,3896.0,2790.0
27,99,59,25,22,21,82,228,61,2376.0,4044.0,2928.0,3896.0,2790.0
28,106,63,27,23,20,88,210,58,E,r,r,o,r
29,120,62,27,19,21,83,270,56,2376.0,4044.0,2929.0,3896.0,2790.0
30,123,76,26,19,17,90,227,57,2375.0,4044.0,2928.0,3896.0,2790.0
31,124,76,27,18,19,90,229,60,E,r,r,o,r
32,134,77,26,18,19,88,230,58,2375.0,4044.0,2928.0,3896.0,2791.0
33,137,81,26,17,21,89,237,56,2374.0,4044.0,2928.0,3896.0,2792.0
34,138,84,25,20,22,94,240,61,2374.0,4044.0,2928.0,3896.0,2792.0
35,141,75,24,20,22,87,240,59,2374.0,4044.0,2928.0,3896.0,2792.0
36,164,87,26,20,20,94,246,59,2374.0,4044.0,2928.0,3896.0,2791.0
37,161,88,27,20,22,103,247,61,2374.0,4044.0,2928.0,3896.0,2790.0
38,166,82,27,20,23,93,234,64,2374.0,4044.0,2927.0,3896.0,2790.0
39,182,89,29,20,23,79,180,56,2374.0,4044.0,2927.0,3896.0,2790.0
40,186,86,30,23,22,77,196,55,2374.0,4044.0,2927.0,3896.0,2790.0
41,164,80,29,24,24,66,188,54,2373.0,4044.0,2927.0,3896.0,2789.0
42,157,76,27,24,22,63,186,48,2374.0,4044.0,2928.0,3896.0,2789.0
43,145,82,26,29,22,71,179,50,2374.0,4044.0,2927.0,3896.0,2789.0
44,135,81,29,28,20,67,142,55,2374.0,4044.0,2927.0,3896.0,2789.0
45,134,80,31,27,21,80,232,66,2373.0,4044.0,2927.0,3896.0,2789.0
46,146,81,31,25,20,82,242,65,2373.0,4044.0,2928.0,3896.0,2788.0
47,146,79,31,25,24,117,282,69,2373.0,4044.0,2927.0,3896.0,2787.0
48,157,84,31,21,22,113,285,70,2373.0,4044.0,2928.0,3896.0,2787.0
49,141,94,29,22,23,114,296,75,2373.0,4044.0,2927.0,3896.0,2786.0
50,164,99,27,24,26,120,263,68,2372.0,4044.0,2927.0,3897.0,2786.0
51,165,98,29,24,26,122,257,70,2372.0,4044.0,2927.0,3897.0,2784.0
52,189,111,31,24,24,86,214,69,2372.0,4044.0,2927.0,3897.0,2781.0
53,189,113,31,25,24,83,210,72,2374.0,4044.0,2926.0,3898.0,2772.0
54,215,113,35,24,24,85,238,77,2374.0,4044.0,2926.0,3898.0,2769.0
55,226,135,39,31,31,67,187,87,2375.0,4044.0,2925.0,3898.0,2768.0
56,285,164,50,36,35,71,187,99,2376.0,4044.0,2924.0,3899.0,2767.0
57,305,170,53,40,35,79,200,105,E,r,r,o,r
58,327,178,53,41,35,76,229,117,2379.0,4044.0,2923.0,3899.0,2767.0
59,355,173,54,41,40,78,195,133,2389.0,4044.0,2922.0,3900.0,2767.0
60,355,176,54,35,38,75,192,131,2396.0,4044.0,2921.0,3900.0,2767.0
61,334,153,45,34,37,67,186,127,2403.0,4044.0,2921.0,3900.0,2767.0
62,368,171,45,37,38,64,168,126,2417.0,4044.0,2921.0,3900.0,2767.0
63,361,172,49,36,38,65,121,118,2432.0,4044.0,2921.0,3901.0,2767.0
64,322,186,44,34,46,80,213,98,E,r,r,o,r
65,319,194,44,36,44,81,218,95,2448.0,4044.0,2920.0,3901.0,2767.0
66,296,197,45,36,47,79,221,97,2458.0,4044.0,2920.0,3902.0,2767.0
67,238,201,47,39,49,71,226,93,2468.0,4044.0,2920.0,3902.0,2767.0
68,242,199,49,43,52,74,222,91,2493.0,4043.0,2920.0,3902.0,2768.0
69,249,190,48,46,43,69,122,85,2506.0,4043.0,2919.0,3903.0,2767.0
70,252,179,49,51,45,69,154,80,2520.0,4044.0,2919.0,3903.0,2767.0
71,250,173,50,59,45,71,168,86,2556.0,4044.0,2919.0,3903.0,2768.0
72,242,140,51,67,51,71,163,101,2579.0,4044.0,2919.0,3903.0,2768.0
73,289,188,56,78,54,68,163,113,2603.0,4044.0,2919.0,3903.0,2768.0
74,293,202,59,82,57,70,167,116,2648.0,4044.0,2920.0,3904.0,2768.0
75,312,206,58,81,59,86,165,126,2668.0,4044.0,2920.0,3904.0,2769.0
76,322,227,58,77,62,89,176,119,2704.0,4044.0,2920.0,3904.0,2769.0
77,321,230,56,72,58,90,183,122,2704.0,4044.0,2920.0,3904.0,2769.0
78,260,186,47,61,55,88,187,108,2731.0,4044.0,2919.0,3904.0,2769.0
79,260,175,46,59,53,78,217,112,2739.0,4044.0,2919.0,3904.0,2769.0
80,219,178,48,64,52,75,210,106,2758.0,4044.0,2919.0,3904.0,2769.0
81,220,186,48,71,52,77,190,106,2766.0,4044.0,2919.0,3904.0,2769.0
82,227,200,53,98,75,80,215,109,2774.0,4044.0,2919.0,3904.0,2769.0
83,232,223,60,114,85,86,220,114,2787.0,4044.0,2919.0,3904.0,2769.0
84,227,215,65,127,96,89,203,120,2792.0,4044.0,2919.0,3905.0,2769.0
85,246,220,70,129,98,76,200,126,2797.0,4044.0,2919.0,3905.0,2769.0
86,244,197,75,133,101,80,205,124,2802.0,4044.0,2919.0,3905.0,2770.0
87,268,224,73,118,85,80,176,121,2805.0,4044.0,2919.0,3905.0,2770.0
88,272,211,76,134,107,93,169,121,2809.0,4044.0,2919.0,3905.0,2770.0
89,287,222,75,125,102,88,175,113,2812.0,4044.0,2919.0,3905.0,2770.0
90,306,224,75,136,111,97,169,115,2815.0,4045.0,2919.0,3906.0,2769.0
91,329,230,73,142,114,94,155,119,E,r,r,o,r
92,348,242,77,149,120,93,183,131,2815.0,4045.0,2920.0,3906.0,2766.0
93,359,247,70,138,106,83,215,129,2815.0,4045.0,2921.0,3906.0,2764.0
94,357,275,80,151,116,87,203,132,2817.0,4044.0,2921.0,3907.0,2763.0
95,344,290,79,156,119,90,193,132,2814.0,4044.0,2923.0,3907.0,2760.0
96,390,313,85,160,124,108,253,143,2813.0,4045.0,2923.0,3908.0,2759.0
97,368,288,82,155,119,106,284,122,2811.0,4044.0,2924.0,3908.0,2758.0
98,356,281,82,150,115,111,275,128,2805.0,4044.0,2924.0,3908.0,2755.0
99,373,255,91,188,137,126,273,138,2801.0,4044.0,2925.0,3908.0,2754.0
100,406,246,93,185,136,126,271,149,2799.0,4044.0,2925.0,3908.0,2753.0
101,372,225,87,178,130,110,218,139,2794.0,4044.0,2925.0,3908.0,2752.0
102,369,243,88,185,141,117,137,141,2791.0,4044.0,2925.0,3908.0,2751.0
103,495,335,100,199,149,118,121,146,2788.0,4044.0,2925.0,3908.0,2750.0
104,482,362,86,163,125,101,116,143,2784.0,4043.0,2926.0,3907.0,2749.0
105,447,359,85,164,125,97,115,131,2783.0,4043.0,2926.0,3907.0,2748.0
106,442,369,93,183,138,105,131,145,2782.0,4043.0,2927.0,3907.0,2747.0
107,436,351,94,177,130,107,136,159,E,r,r,o,r
108,306,288,88,165,125,107,131,160,2781.0,4043.0,2927.0,3906.0,2747.0
109,310,272,91,175,135,114,139,165,2779.0,4043.0,2927.0,3906.0,2746.0
110,337,282,94,199,156,128,156,175,2779.0,4043.0,2927.0,3906.0,2746.0
111,307,281,90,189,147,124,144,165,2778.0,4043.0,2927.0,3907.0,2746.0
112,290,283,88,190,146,119,140,151,2778.0,4043.0,2928.0,3907.0,2745.0
113,262,264,85,193,146,114,134,141,2778.0,4043.0,2928.0,3906.0,2745.0
114,242,247,77,175,133,107,131,128,2778.0,4042.0,2928.0,3906.0,2745.0
115,214,239,69,143,105,95,153,107,2777.0,4042.0,2928.0,3907.0,2744.0
116,216,221,71,145,106,95,190,108,2777.0,4042.0,2928.0,3907.0,2744.0
117,233,209,72,140,104,91,196,112,2776.0,4042.0,2928.0,3906.0,2744.0
118,244,216,67,121,89,84,196,110,2774.0,4042.0,2928.0,3907.0,2744.0
