,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,81,34,133,139,72,22,23,20,3249.0,3987.0,2890.0,3814.0,2738.0
1,84,32,98,111,63,21,21,21,2388.0,4003.0,3011.0,3927.0,2859.0
2,91,34,105,108,63,21,21,22,E,r,r,o,r
3,90,34,103,110,65,21,21,22,2388.0,4004.0,3018.0,3929.0,2862.0
4,91,32,106,81,38,19,20,23,2388.0,4004.0,3018.0,3930.0,2865.0
5,92,26,106,86,43,14,17,20,2389.0,4005.0,3024.0,3934.0,2872.0
6,102,36,108,91,48,14,16,21,2389.0,4005.0,3027.0,3936.0,2874.0
7,102,60,99,99,49,16,15,21,2389.0,4006.0,3030.0,3936.0,2874.0
8,108,66,116,98,47,18,17,21,2390.0,4006.0,3033.0,3937.0,2875.0
9,113,67,118,96,44,21,20,20,2389.0,4006.0,3034.0,3937.0,2876.0
10,90,68,112,91,47,23,20,22,2389.0,4007.0,3035.0,3938.0,2877.0
11,84,64,150,96,50,25,23,21,2389.0,4007.0,3037.0,3939.0,2881.0
12,73,43,152,85,47,25,23,23,2389.0,4007.0,3039.0,3939.0,2882.0
13,71,52,150,86,47,23,23,29,2389.0,4007.0,3039.0,3940.0,2884.0
14,79,55,131,84,50,22,22,32,2389.0,4007.0,3041.0,3941.0,2886.0
15,82,54,134,78,43,21,23,31,2389.0,4007.0,3041.0,3941.0,2885.0
16,74,54,85,51,33,20,20,30,E,r,r,o,r
17,73,53,92,91,35,20,21,30,2389.0,4007.0,3042.0,3941.0,2885.0
18,64,36,97,89,36,20,20,28,2389.0,4007.0,3042.0,3941.0,2886.0
19,37,29,102,90,35,21,23,25,2389.0,4007.0,3042.0,3941.0,2886.0
20,46,29,117,97,35,19,23,25,2389.0,4007.0,3042.0,3941.0,2888.0
21,46,28,132,128,42,19,24,25,2389.0,4007.0,3043.0,3942.0,2890.0
22,57,70,137,110,41,19,27,26,2389.0,4007.0,3043.0,3942.0,2891.0
23,70,78,122,110,40,19,27,23,2389.0,4007.0,3044.0,3943.0,2891.0
24,73,78,116,110,40,19,29,25,2389.0,4007.0,3044.0,3943.0,2891.0
25,65,78,96,103,43,23,33,25,2389.0,4007.0,3044.0,3943.0,2892.0
26,86,79,76,61,40,23,33,26,2388.0,4007.0,3044.0,3943.0,2892.0
27,92,48,63,42,40,24,30,25,2388.0,4007.0,3045.0,3943.0,2893.0
28,86,31,76,70,43,24,32,24,2387.0,4008.0,3045.0,3943.0,2892.0
29,88,32,88,84,49,23,26,21,2388.0,4008.0,3045.0,3943.0,2893.0
30,94,40,88,85,45,20,22,23,2388.0,4007.0,3046.0,3943.0,2893.0
31,98,59,91,91,47,20,21,28,2387.0,4008.0,3046.0,3944.0,2893.0
32,114,61,120,117,52,21,28,27,2387.0,4007.0,3045.0,3943.0,2892.0
33,114,66,136,120,57,23,27,28,E,r,r,o,r
34,119,116,132,110,52,25,31,29,2384.0,4007.0,3045.0,3943.0,2892.0
