,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Thumb,Index,Middle,Ring,Pinkie
0,59,71,48,28,29,25,68,129,2464.0,3963.0,2856.0,3862.0,2727.0
1,59,72,46,28,29,27,69,114,2458.0,3914.0,2750.0,3805.0,2662.0
2,62,72,47,24,25,28,74,135,2458.0,3913.0,2750.0,3805.0,2662.0
3,67,67,49,24,28,30,74,147,2458.0,3913.0,2750.0,3805.0,2662.0
4,60,50,44,22,29,29,66,141,2458.0,3913.0,2750.0,3805.0,2661.0
5,64,56,45,24,29,29,66,149,2458.0,3913.0,2750.0,3805.0,2661.0
6,66,70,84,28,31,27,66,145,2457.0,3913.0,2750.0,3805.0,2660.0
7,70,84,88,32,35,26,76,128,2457.0,3913.0,2750.0,3805.0,2661.0
8,79,84,92,34,34,27,77,137,2457.0,3913.0,2750.0,3805.0,2661.0
9,82,86,92,35,35,29,81,144,2457.0,3913.0,2750.0,3805.0,2661.0
10,77,89,96,35,36,31,84,132,2458.0,3913.0,2751.0,3805.0,2661.0
11,78,81,69,31,34,32,82,140,2458.0,3913.0,2751.0,3805.0,2661.0
12,78,67,63,29,29,33,72,127,2458.0,3913.0,2751.0,3805.0,2661.0
13,65,68,61,26,27,31,76,102,2458.0,3913.0,2751.0,3805.0,2660.0
14,61,72,61,29,29,30,73,91,2458.0,3913.0,2751.0,3805.0,2660.0
15,62,65,51,27,30,31,67,86,2458.0,3913.0,2751.0,3805.0,2660.0
16,64,65,71,29,32,30,70,91,2458.0,3913.0,2751.0,3805.0,2660.0
17,58,66,78,28,33,30,69,98,2458.0,3913.0,2750.0,3805.0,2660.0
18,57,65,73,28,33,31,59,104,2458.0,3913.0,2751.0,3805.0,2660.0
19,55,60,75,25,32,33,64,121,2458.0,3913.0,2751.0,3805.0,2659.0
20,56,52,73,25,31,30,65,135,2458.0,3913.0,2751.0,3805.0,2659.0
21,64,64,52,23,32,36,70,127,2458.0,3913.0,2750.0,3805.0,2659.0
22,63,65,43,28,37,37,75,125,2458.0,3913.0,2750.0,3805.0,2659.0
23,64,62,48,28,38,39,76,120,2457.0,3913.0,2750.0,3805.0,2658.0
24,65,62,46,27,37,36,81,104,2458.0,3913.0,2750.0,3804.0,2658.0
25,80,73,81,30,39,37,81,93,2458.0,3913.0,2750.0,3805.0,2659.0
26,78,64,80,30,36,30,76,97,2457.0,3913.0,2751.0,3805.0,2659.0
27,82,75,80,28,35,33,70,106,2457.0,3913.0,2751.0,3805.0,2660.0
28,103,83,81,27,36,34,71,123,2457.0,3913.0,2751.0,3805.0,2660.0
29,104,84,82,28,35,35,68,127,2456.0,3913.0,2751.0,3805.0,2660.0
30,95,76,49,24,34,36,74,131,2456.0,3913.0,2751.0,3805.0,2660.0
31,94,72,50,24,35,35,73,129,2456.0,3913.0,2751.0,3805.0,2660.0
32,91,62,46,21,30,29,77,120,2456.0,3913.0,2751.0,3805.0,2660.0
33,65,51,38,22,27,26,75,105,2456.0,3913.0,2751.0,3805.0,2660.0
34,60,44,33,22,28,22,74,97,2456.0,3913.0,2751.0,3805.0,2660.0
35,56,41,31,21,27,18,72,82,2456.0,3913.0,2751.0,3805.0,2661.0
36,53,41,30,21,24,20,84,74,2456.0,3913.0,2751.0,3805.0,2661.0
37,53,31,32,21,26,20,94,73,2455.0,3913.0,2751.0,3805.0,2661.0
38,56,39,33,19,26,20,99,73,2456.0,3913.0,2750.0,3805.0,2661.0
39,56,53,38,22,26,20,105,74,2455.0,3913.0,2750.0,3805.0,2661.0
40,55,75,42,22,24,19,108,79,2456.0,3913.0,2750.0,3804.0,2661.0
41,48,77,46,24,26,20,106,101,2456.0,3913.0,2750.0,3804.0,2660.0
42,46,78,48,26,28,22,94,105,2456.0,3913.0,2750.0,3804.0,2659.0
43,37,74,46,27,27,23,91,104,E,r,r,o,r
44,37,69,50,24,25,23,88,116,2455.0,3913.0,2750.0,3804.0,2659.0
45,38,52,52,24,27,23,89,120,2455.0,3913.0,2750.0,3804.0,2659.0
46,46,51,49,21,26,24,88,103,2455.0,3913.0,2750.0,3804.0,2659.0
47,44,64,50,18,25,28,110,119,2455.0,3913.0,2749.0,3804.0,2659.0
48,50,64,52,19,27,29,108,127,2454.0,3913.0,2749.0,3804.0,2659.0
49,50,67,47,20,27,29,105,114,2454.0,3913.0,2749.0,3804.0,2660.0
50,50,67,42,24,27,30,108,108,2455.0,3913.0,2749.0,3804.0,2660.0
51,43,65,41,26,29,29,101,117,2455.0,3913.0,2749.0,3804.0,2660.0
52,49,80,98,34,33,31,80,113,2455.0,3913.0,2748.0,3804.0,2660.0
53,52,85,107,35,32,33,94,116,2456.0,3913.0,2748.0,3804.0,2660.0
54,56,82,111,35,32,32,93,131,2455.0,3913.0,2748.0,3803.0,2660.0
55,61,92,113,40,38,33,81,134,2455.0,3913.0,2748.0,3803.0,2660.0
56,65,92,113,39,37,31,95,132,2454.0,3913.0,2748.0,3803.0,2660.0
57,65,70,66,37,34,26,94,118,2454.0,3913.0,2748.0,3803.0,2660.0
58,64,65,55,36,33,25,89,109,2454.0,3913.0,2748.0,3803.0,2660.0
59,64,64,45,37,36,27,89,107,2454.0,3913.0,2748.0,3803.0,2660.0
60,64,47,38,28,27,26,89,103,2454.0,3913.0,2748.0,3803.0,2659.0
61,63,58,39,27,28,30,78,95,2454.0,3913.0,2748.0,3803.0,2659.0
62,59,71,43,23,30,30,76,93,2454.0,3913.0,2748.0,3803.0,2660.0
63,57,69,41,23,31,29,72,112,2455.0,3913.0,2748.0,3803.0,2660.0
64,55,82,51,23,28,29,77,112,2454.0,3913.0,2748.0,3803.0,2659.0
65,58,81,51,25,30,33,83,118,2454.0,3913.0,2748.0,3802.0,2660.0
66,57,71,49,26,30,31,83,121,2454.0,3913.0,2748.0,3802.0,2660.0
67,59,73,48,26,29,29,84,120,2454.0,3913.0,2749.0,3802.0,2660.0
68,66,81,50,24,30,30,81,104,2454.0,3913.0,2748.0,3802.0,2660.0
69,66,68,39,26,35,29,75,89,2454.0,3913.0,2748.0,3801.0,2660.0
70,59,67,38,26,34,21,74,92,2455.0,3913.0,2747.0,3802.0,2660.0
71,63,79,40,29,35,26,89,102,E,r,r,o,r
72,76,66,37,31,34,27,90,112,2454.0,3913.0,2747.0,3801.0,2660.0
73,67,57,34,30,34,28,91,106,2455.0,3913.0,2747.0,3801.0,2660.0
74,65,63,38,28,34,27,98,106,2454.0,3913.0,2747.0,3801.0,2660.0
75,67,81,74,29,34,29,92,95,2455.0,3913.0,2747.0,3801.0,2660.0
76,61,76,76,25,32,24,76,88,2455.0,3913.0,2747.0,3801.0,2659.0
77,43,84,87,24,32,25,89,81,2455.0,3913.0,2747.0,3801.0,2659.0
78,60,86,90,26,34,25,87,90,2456.0,3913.0,2747.0,3801.0,2659.0
79,60,92,90,26,32,27,87,90,2456.0,3913.0,2747.0,3801.0,2660.0
80,57,78,70,25,31,28,103,101,2456.0,3913.0,2747.0,3801.0,2659.0
81,59,82,84,26,31,28,102,103,2456.0,3913.0,2747.0,3801.0,2658.0
82,57,84,79,24,31,25,89,103,E,r,r,o,r
83,49,86,76,23,27,25,116,111,2456.0,3913.0,2747.0,3801.0,2658.0
84,63,76,75,23,27,24,115,113,2456.0,3913.0,2748.0,3802.0,2658.0
85,65,85,78,22,26,23,110,117,2457.0,3913.0,2748.0,3802.0,2657.0
86,68,82,62,21,28,26,115,116,2457.0,3913.0,2748.0,3802.0,2656.0
87,73,97,83,22,28,27,119,115,2456.0,3913.0,2748.0,3802.0,2656.0
88,68,100,87,26,29,29,98,109,2456.0,3913.0,2748.0,3802.0,2656.0
89,55,99,88,26,29,31,101,111,2457.0,3913.0,2748.0,3802.0,2656.0
90,54,91,80,25,29,31,93,98,2457.0,3913.0,2748.0,3801.0,2655.0
91,55,88,80,26,28,29,89,96,2457.0,3912.0,2748.0,3802.0,2655.0
92,49,66,56,26,30,30,83,93,2457.0,3913.0,2748.0,3801.0,2655.0
93,50,57,56,22,32,28,83,96,2457.0,3913.0,2748.0,3801.0,2655.0
94,48,66,57,24,32,25,76,99,2457.0,3912.0,2748.0,3801.0,2655.0
95,52,89,82,25,32,27,78,104,2457.0,3912.0,2748.0,3801.0,2655.0
96,50,90,81,24,32,27,77,104,2457.0,3912.0,2748.0,3800.0,2655.0
97,48,92,80,24,30,26,84,106,2457.0,3912.0,2748.0,3800.0,2655.0
98,45,91,86,23,27,27,81,99,2458.0,3912.0,2748.0,3800.0,2655.0
99,50,92,91,23,30,28,80,91,2458.0,3912.0,2748.0,3800.0,2655.0
100,45,77,69,24,31,25,74,88,2458.0,3913.0,2748.0,3801.0,2655.0
101,42,72,69,26,32,25,81,88,E,r,r,o,r
102,48,76,88,26,33,27,73,88,2458.0,3913.0,2748.0,3800.0,2655.0
103,52,89,84,26,34,26,72,86,2458.0,3912.0,2748.0,3801.0,2654.0
104,55,82,76,24,30,27,76,121,2458.0,3912.0,2748.0,3801.0,2654.0
105,57,80,81,24,29,27,77,122,2458.0,3913.0,2748.0,3801.0,2654.0
106,57,81,81,23,28,27,71,117,2458.0,3913.0,2748.0,3801.0,2654.0
107,56,70,55,21,26,27,79,136,2458.0,3912.0,2748.0,3801.0,2654.0
108,53,63,44,23,27,29,76,141,2458.0,3912.0,2748.0,3801.0,2654.0
109,49,79,80,24,29,30,74,117,2458.0,3912.0,2748.0,3801.0,2653.0
110,52,79,81,24,28,32,76,130,2458.0,3912.0,2749.0,3801.0,2653.0
111,54,78,82,21,26,33,75,133,2457.0,3912.0,2749.0,3800.0,2653.0
112,50,77,84,24,27,32,76,118,2458.0,3912.0,2749.0,3801.0,2653.0
113,50,65,83,23,27,31,86,111,2458.0,3912.0,2749.0,3800.0,2652.0
114,51,48,51,23,26,26,83,116,2457.0,3912.0,2749.0,3801.0,2652.0
115,51,49,50,22,30,26,82,106,2458.0,3912.0,2749.0,3801.0,2652.0
116,52,67,54,24,30,25,87,101,2458.0,3912.0,2749.0,3801.0,2652.0
